product_name,category_large,category_medium,item_type,grocery_item_name,brand_name,processed_grocery_item_name,is_augmented
[1등급 한우] 등심 구이용 200g (냉장),육류/계란,소고기,RAW_MEAT,소 등심,1등급 한우,소 등심,0
[삼진어묵] 어묵탕 모듬 어묵,수산물,어육가공식품,SIMPLE_PROCESSED,어묵,삼진어묵,어묵,0
[쉐푸드] 유부초밥 (4입),간편식,즉석밥,INSTANT,즉석 유부초밥,쉐푸드,즉석밥,0
건 표고버섯 100g,채소/곡물류,버섯,RAW_PRODUCE,표고버섯,,표고버섯,0
"무농약 인증 단호박 죽용 (냉동), 1개, 500g 6,990원 (100g당 1,398원) 내일(일) 새벽 도착 보장 4.5 (332) 최대 350원 적립",채소/곡물류,채소,RAW_PRODUCE,단호박,,단호박,0
"삼립 버터롤 클레식 21개입, 546g, 1개 4,390원 (10g당 80원) 내일(일) 새벽 도착 보장 5 (40267) 최대 220원 적립",간식류,빵류,BAKERY,버터롤,삼립,기타 빵류,0
[이어수산] 8단계 선별한 남해안 밥새우 200g,수산물,새우/게,RAW_SEAFOOD,새우,이어수산,새우,0
[하선정] 쌈무(새콤) 350g,간편식,반찬류,SIMPLE_PROCESSED,쌈무,하선정,단무지,0
"맥널티커피 스테비아 커피믹스, 9.5g, 30개입, 1개 7,450원 (10g당 261원) 내일(일) 도착 보장 5 (12661) 최대 373원 적립",음료,커피/차,BEVERAGE,커피믹스,맥널티커피,커피믹스,0
"곰표 강력 밀가루, 2.5kg, 2개 8,950원 (100g당 179원) 내일(일) 도착 보장 5 (14644) 최대 448원 적립",조미료,가루분말,SAUCE_SEASONING,밀가루,곰표,밀가루,0
[제주 성이시돌목장] 유기농 모짜렐라 블록치즈 300g,유제품,치즈,DAIRY,모짜렐라 치즈,제주 성이시돌목장,모짜렐라 치즈,0
[청정원] 담백한 올라운드 햄 2종,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,햄,청정원,햄,0
"한끼통살 그릴드 닭가슴살 5종 x 2p 세트 (냉동), 100g, 1개입, 10개 21,620원 (100g당 2,162원) 내일(일) 새벽 도착 보장 5 (19734) 최대 1,081원 적립",육류/계란,닭고기,RAW_MEAT,닭가슴살,한끼통살,닭가슴살,0
"오뚜기 옛날 조청 쌀엿, 700g, 1개 4,470원 (100g당 639원) 내일(일) 도착 보장 5 (28250) 최대 224원 적립",조미료,양념/소스,SAUCE_SEASONING,조청,오뚜기,조청,0
[그로서리서울] 곤약쫀드기 옥수수 (10개입),간식류,과자/스낵,SNACK,쫀드기,그로서리서울,스낵,0
[CU 픽업] 휘틀리 닐 루바브&진저,술,기타 주류,ALCOHOL,진,휘틀리 닐,진,0
"2025년산 햅쌀 곰곰 소중한 우리쌀, 4kg, 1개 31%24,500원 16,890원 (100g당 422원) 내일(일) 새벽 도착 보장 새 상품, 반품 (2) 5 (3853) 최대 845원 적립",채소/곡물류,쌀/잡곡,GRAIN,쌀,곰곰,쌀,0
"쿠즈락 치잇데이 큐브잇 닭가슴살 훈제 (냉동), 1kg, 1개, 1개입 11,800원 (100g당 1,180원) 내일(일) 새벽 도착 보장 4.5 (397) 최대 590원 적립",육류/계란,닭고기,RAW_MEAT,닭가슴살,쿠즈락,닭가슴살,0
"하선정 한입쌈무 와사비맛, 200g, 1개 1,720원 (100g당 860원) 내일(일) 새벽 도착 보장 5 (696) 최대 86원 적립",간편식,반찬류,SIMPLE_PROCESSED,쌈무,하선정,단무지,0
[CU 픽업] 윌더니스하이라이버번,술,기타 주류,ALCOHOL,위스키,월더니스 트레일,위스키,0
[할리스] 커피 캡슐 10개입 4종(택1),음료,커피/차,BEVERAGE,커피캡슐,할리스,커피캡슐,0
"서울우유 A2플러스 우유, 2개, 1.7L 12,310원 (100ml당 362원) 내일(일) 새벽 도착 보장 5 (18171) 최대 615원 적립",유제품,우유/두유,DAIRY,우유,서울우유,우유,0
"배대감 국산 감자전분, 350g, 1개 37%7,990원 5,000원 (100g당 1,429원) 내일(일) 새벽 도착 보장 5 (597) 최대 250원 적립",조미료,가루분말,SAUCE_SEASONING,감자전분,배대감,감자전분,0
[비비고] 든든 한섬만두 384gx2개입,간편식,냉동식품,FROZEN_MEAL,냉동 만두,비비고,냉동 만두,0
[콜린스 다이닝] 파로 쉬라즈 샐러드,간편식,샐러드팩,RTC_MEAL,샐러드,콜린스 다이닝,샐러드,0
[집반찬연구소] 소고기육전과파채,간편식,밀키트,RTC_MEAL,밀키트,집반찬연구소,밀키트,0
[마이셰프] 한우 사골 떡만둣국,간편식,밀키트,RTC_MEAL,밀키트,마이셰프,밀키트,0
[고래주방] 유부주머니 어묵탕,간편식,밀키트,RTC_MEAL,밀키트,고래주방,밀키트,0
[김정배명인] 새우젓 4종 (택1),간편식,반찬류,SIMPLE_PROCESSED,새우젓,김정배명인,새우젓,0
[선물세트] GAP  상주 간편곶감세트 800g (20입),간식류,디저트/케이크,BAKERY,곶감,,곶감,0
[우리밀] 전병 모음,간식류,과자/스낵,SNACK,전병,우리밀,강정/한과,0
"농심 짜파게티 범벅 미니 컵라면 70g, 12개 9,880원 (1개당 823원) 내일(일) 도착 보장 5 (83249) 최대 494원 적립",간편식,라면,INSTANT,짜파게티 범벅,농심,짜장라면,0
[남도2대명가] 미역줄기 300g,수산물,미역/다시마,DRIED_SEAFOOD,미역,남도2대명가,미역,0
[옳곡] 피스타치오 웨하스 63g,간식류,과자/스낵,SNACK,웨하스,옳곡,웨하스,0
"봉평촌 메밀 부침가루, 800g, 1개 27%9,000원 6,570원 (100g당 821원) 내일(일) 도착 보장 4.5 (5125) 최대 329원 적립",조미료,가루분말,SAUCE_SEASONING,부침가루,봉평촌,부침가루,0
[광동생활건강] 배도라지쌍화스틱 (30포)+쇼핑백,미등록 카테고리,기타,UNKNOWN,기타,광동,기타,0
[레인코스트] 살구 무화과&레몬 150g,간식류,과자/스낵,SNACK,크래커,레인코스트,크래커,0
"국내산 청양고추, 60g, 1개 1,650원 (100g당 2,750원) 내일(일) 새벽 도착 보장 5 (298508) 최대 83원 적립",채소/곡물류,채소,RAW_PRODUCE,청양고추,,청양고추,0
[밀크앤허니] 데니쉬 미니 식빵 130g,간식류,빵류,BAKERY,식빵,밀크앤허니,식빵,0
"비비고 갈치구이, 70g, 2개 66%26,620원 8,950원 (100g당 6,393원) 내일(일) 새벽 도착 보장 4.5 (9116) 최대 448원 적립",간편식,레트로트,RTC_MEAL,레트로트,비비고,레트로트,0
[풀무원] 아임뽀끼 컵 떡볶이 3종 (택1),간편식,밀키트,RTC_MEAL,밀키트,풀무원,밀키트,0
[닥터유] 저당 에너지바 미니 202.5g,간식류,과자/스낵,SNACK,에너지바,닥터유,스낵바,0
"본사직영 제주 성이시돌 목장 유기농 우유 멸균우유 (140ml x 24개입), 140ml, 24개 4%30,000원 28,530원 (100ml당 849원) 내일(일) 도착 보장 5 (427) 최대 1,426원 적립",유제품,우유/두유,DAIRY,우유,본사직영,우유,0
[천호엔케어] 양배추청 30팩,미등록 카테고리,기타,UNKNOWN,기타,천호엔케어,기타,0
"PSK 칠레산 블루베리, 125g, 3팩 할인49%17,970원 9,000원 (100g당 2,400원) 내일(일) 새벽 도착 보장 4.5 (43006) 최대 450원 적립",과일/견과류,과일,RAW_FRUIT,블루베리,PSK,블루베리,0
[청정원] 프레시 마요네즈 300g,조미료,양념/소스,SAUCE_SEASONING,마요네즈,청정원,마요네즈,0
"베버시티 후르티 딸기스무디, 세미 딸기스무디1.8kg, 1개 9,000원 내일(일) 도착 보장 새 상품, 반품-미개봉 (39) 최저8,000원 5 (1332) 최대 450원 적립",음료,주스,BEVERAGE,딸기 주스,베버시티,딸기 주스,0
[조우] No.9 1++ 뼈없는 한우 갈비탕,간편식,레트로트,RTC_MEAL,레트로트,조우,레트로트,0
"딜리셔스마켓 월계수잎 향신료, 25g, 1개 5,000원 (100g당 20,000원) 내일(일) 도착 보장 5 (14692) 최대 250원 적립",조미료,향신료/허브,SAUCE_SEASONING,월계수잎,딜리셔스마켓,월계수잎,0
[목우촌목장] 국내산 소고기 절단 양지 200g,육류/계란,소고기,RAW_MEAT,양지,목우촌목장,양지,0
[신라명과] 골드바 휘낭시에 (28g X 9개),간식류,빵류,BAKERY,휘낭시에,신라명과,기타 빵류,0
[도드람한돈] 갈매기살 구이용 500g (냉장),육류/계란,돼지고기,RAW_MEAT,갈매기살,도드람한돈,갈매기살,0
[헬카페] 시그니처 블렌드 강배전 드립백 (12g X 7개),음료,커피/차,BEVERAGE,커피 드립백,헬카페,드립백,0
[Dole] 필리핀 골드 파인애플 1.5kg (1통),과일/견과류,과일,RAW_FRUIT,파인애플,Dole,파인애플,0
[한끼통살] 닭가슴살 볼 5종 (1팩/4팩) (택1),육류/계란,닭고기,RAW_MEAT,닭가슴살,한끼통살,닭가슴살,0
[올계] 유기농 닭가슴살 200g (냉동),육류/계란,닭고기,RAW_MEAT,닭가슴살,올계,닭가슴살,0
[푸드어셈블] 시금치 크림 뇨끼,간편식,냉동식품,FROZEN_MEAL,뇨끼,푸드어셈블,기타 냉동식품,0
"[호은] 순 볶음 참깨, 1kg, 1개 할인5%9,600원 9,060원 (100g당 906원) 내일(일) 도착 보장 4.5 (566) 최대 448원 적립",채소/곡물류,쌀/잡곡,GRAIN,참깨,호은,기타 잡곡,0
"굿뜨래 알찬 실속밤, 1kg(대), 1개 9,990원 (100g당 999원) 내일(일) 새벽 도착 보장 4 (721) 최대 500원 적립",과일/견과류,견과류,RAW_FRUIT,밤,굿뜨래,밤,0
"곰곰 중력다목적용 밀가루, 1kg, 5개 6,080원 (100g당 122원) 내일(일) 도착 보장 5 (1439) 최대 304원 적립",조미료,가루분말,SAUCE_SEASONING,밀가루,곰곰,밀가루,0
[프레스버터샌드] 플레인 버터샌드 2종 (택1),간식류,과자/스낵,SNACK,버터샌드,프레스버터샌드,비스킷,0
[크라운] 참 크래커 알프스 295g,간식류,과자/스낵,SNACK,참 크래커,크라운,크래커,0
"매일우유 오리지널, 2.3L, 1개 7,820원 (100ml당 340원) 내일(일) 새벽 도착 보장 5 (30932) 최대 391원 적립",유제품,우유/두유,DAIRY,우유,매일,우유,0
[바샤커피] 프리미엄 커피 드립백 12g X 12개입 3종(택1),음료,커피/차,BEVERAGE,커피 드립백,바샤커피,드립백,0
[CU 픽업] 크레스만레드,간식류,빵류,BAKERY,메론빵,크레스만,기타 빵류,0
[비비고] 총각김치 400g,간편식,반찬류,SIMPLE_PROCESSED,총각김치,비비고,총각김치,0
"비비고 김말이 (냉동), 500g, 1개 50%9,980원 4,980원 (100g당 996원) 내일(일) 새벽 도착 보장 5 (7229) 최대 249원 적립",간편식,냉동식품,FROZEN_MEAL,냉동 김말이,비비고,기타 냉동식품,0
[포트'럭] 제철 손질 고등어자반 2종 (생물) (택1),수산물,생선,RAW_SEAFOOD,고등어,포트'럭,회 묶음,0
"할리스 스테비아 커피믹스, 9.5g, 100개입, 1개 13,990원 (10g당 147원) 2/11(수) 도착 예정 5 (1804) 최대 700원 적립",음료,커피/차,BEVERAGE,커피믹스,할리스,커피믹스,0
"삼호어묵 부산어묵 바른사각, 240g, 6개 쿠폰할인25%8,280원 6,130원 (100g당 426원) 내일(일) 새벽 도착 보장 5 (84141) 최대 306원 적립",수산물,어육가공식품,SIMPLE_PROCESSED,어묵,삼호어묵,어묵,0
냉동 와일드 블루베리 500g (캐나다),과일/견과류,냉동과일,SIMPLE_PROCESSED,냉동 블루베리,,냉동 블루베리,0
"맥심 모카골드 마일드 커피믹스 12g x 320p + 화이트골드 커피믹스 11.7g x 20p, 1세트 53,690원 내일(일) 도착 보장 5 (45095) 최대 2,685원 적립",음료,커피/차,BEVERAGE,커피믹스,맥심,커피믹스,0
"미원 맛소금, 2kg, 2개 10,700원 (100g당 268원) 내일(일) 도착 보장 5 (82879) 최대 535원 적립",조미료,조미료,SAUCE_SEASONING,맛소금,미원,맛소금,0
[서울우유] 짜먹는 요구르트 짜요짜요 3종 (40g X 6개) (택1),유제품,요거트,DAIRY,짜요짜요,서울우유,요구르트,0
[풀무원] 모짜렐라 핫도그 320g(80gX4개입),간편식,냉동식품,FROZEN_MEAL,냉동 핫도그,풀무원,냉동 핫도그,0
"드로게리아앤알리멘타리 통흑후추밀, 45g, 1개 4,950원 (10g당 1,100원) 내일(일) 새벽 도착 보장 5 (897) 최대 248원 적립",조미료,향신료/허브,SAUCE_SEASONING,후추,드로게리아앤알리멘타리,후추,0
[종근당건강] 카무트 브랜드밀 발효효소 30포,미등록 카테고리,기타,UNKNOWN,기타,종근당건강,기타,0
"건국유업 무항생제 인증 착한목장 우유, 750ml, 2개 6,600원 (100ml당 440원) 내일(일) 새벽 도착 보장 5 (21603) 최대 330원 적립",유제품,우유/두유,DAIRY,우유,건국유업,우유,0
[호텔컬렉션 에센셜] 순두부찌개,간편식,레트로트,RTC_MEAL,레트로트,호텔컬렉션 에센셜,레트로트,0
[마이노멀] 저당 제로젤리 2종 (택1),간식류,초콜릿/사탕,SNACK,젤리,마이노멀,젤리,0
"크라운 땅콩카라멜, 324g, 2개 44%10,800원 5,980원 (10g당 92원) 내일(일) 도착 보장 5 (8286) 최대 299원 적립",간식류,초콜릿/사탕,SNACK,카라멜,크라운,카라멜,0
[덴마크] 드링킹 요구르트 4종 (275mL X 3개)(택1),유제품,요거트,DAIRY,요구르트,덴마크,요구르트,0
"썬키스트 제로 오렌지 소다, 355ml, 24개 64%36,000원 12,900원 (100ml당 151원) 내일(일) 도착 보장 5 (1957) 최대 548원 적립",음료,탄산음료,BEVERAGE,오렌지 소다,썬키스트,기타 탄산음료,0
[큐피] 오리지널 마요네즈,조미료,양념/소스,SAUCE_SEASONING,마요네즈,큐피,마요네즈,0
"CJ제일제당 행복한콩 큰두부, 1kg, 1개 1%3,580원 3,510원 (100g당 351원) 내일(일) 새벽 도착 보장 5 (18542) 최대 175원 적립",채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,CJ제일제당,두부,0
[KF365] 무항생제 대란 20구,육류/계란,계란,RAW_MEAT,계란,KF365,계란,0
"농심 멸치 칼국수, 98g, 10개 8,800원 (100g당 898원) 내일(일) 도착 보장 5 (55393) 최대 440원 적립",간편식,라면,INSTANT,멸치칼국수,농심,우동/칼국수,0
"비셰프 나초치즈 소스, 1kg, 1개 9,250원 (100g당 925원) 내일(일) 새벽 도착 보장 4.5 (1270) 최대 463원 적립",조미료,양념/소스,SAUCE_SEASONING,치즈 소스,비셰프,기타 소스,0
[매일] 바이오 요거트 4종 (85g X 4개) (택1),유제품,요거트,DAIRY,요거트,매일,요거트,0
[제주맥주] 제주누보망고 프리미엄 논알콜 2종 (택1),술,맥주,ALCOHOL,맥주,제주맥주,맥주,0
"포스틱 과자, 84g, 6개 7,800원 (10g당 155원) 내일(일) 도착 보장 5 (23308) 최대 390원 적립",간식류,과자/스낵,SNACK,포스틱,농심,스낵,0
짱구 21곡 초코바 15g x 15입,간식류,과자/스낵,SNACK,초코바,짱구,스낵바,0
[올가] 유기농 밀가루 500g,조미료,가루분말,SAUCE_SEASONING,밀가루,올가,밀가루,0
[미로식당] 국물 떡볶이 (1봉/2봉) (택1),간편식,밀키트,RTC_MEAL,밀키트,미로식당,밀키트,0
"베베쿡 처음먹는 유기농 보리차, 120ml, 20개 쿠폰할인5%17,900원 16,900원 (100ml당 704원) 내일(일) 도착 보장 5 (5586) 최대 710원 적립",음료,커피/차,BEVERAGE,보리차,베베쿡,보리차,0
[청산에] 청자채 구운 곱창 돌김(캔) 30g,상온식품,김/자반,DRIED_SEAFOOD,김,청산에,김,0
[바름팜] 창녕 양파 1.5kg,채소/곡물류,채소,RAW_PRODUCE,양파,바름팜,양파,0
[고메] 소바바치킨 순살 4종 (택1),간편식,냉동식품,FROZEN_MEAL,치킨,고메,냉동 치킨,0
[KF365] 무항생제 대란 40구 (20구*2ea),육류/계란,계란,RAW_MEAT,계란,KF365,계란,0
[곡물이야기] 가마솥 누룽지 1kg (국내산),간식류,과자/스낵,SNACK,누룽지,곡물이야기,누룽지,0
"국내산 무, 1개입, 1개 1,680원 (1개당 1,680원) 내일(일) 새벽 도착 보장 4.5 (269494) 최대 84원 적립",채소/곡물류,채소,RAW_PRODUCE,무,,무,0
[정호영셰프의 우동카덴] 명란 크림 우동,간편식,밀키트,RTC_MEAL,밀키트,정호영셰프의 우동카덴,밀키트,0
"롯데웰푸드 티코 밀크초코 아이스크림 (냉동), 34ml, 15개입, 1개 10%8,000원 7,200원 (10ml당 141원) 내일(일) 새벽 도착 보장 5 (31454) 최대 360원 적립",간식류,디저트/케이크,BAKERY,아이스크림,롯데,아이스크림,0
"자연다움 건포도, 100g, 1개 60%6,000원 2,390원 (100g당 2,390원) 내일(일) 도착 보장 4.5 (1180) 최대 120원 적립",과일/견과류,과일,RAW_FRUIT,포도,자연다움,포도,0
"곰곰 미국산 만다린, 700g, 1개 7,980원 (100g당 1,140원) 내일(일) 새벽 도착 보장 4.5 (1539) 최대 399원 적립",과일/견과류,과일,RAW_FRUIT,만다린,곰곰,귤,0
[집반찬연구소] 멸치주먹밥 재료,간편식,밀키트,RTC_MEAL,밀키트,집반찬연구소,밀키트,0
데친 고사리 200g,채소/곡물류,채소,RAW_PRODUCE,고사리,,고사리,0
[베이비벨] 미니 베이비벨 프로틴 치즈 (20g X 5입),유제품,치즈,DAIRY,치즈,베이비벨,기타 치즈,0
[농심] 농심라면 4입,간편식,라면,INSTANT,농심라면,농심,국물라면,0
[모두의맛집] 오세득의 가지 라자냐,간편식,레트로트,RTC_MEAL,레트로트,모두의맛집,레트로트,0
[바름팜] 간편하게 손질한 사각 무 300g,채소/곡물류,채소,RAW_PRODUCE,무,바름팜,무,0
[바디랩] 순수두유 99.9 (190mL X 24개),유제품,우유/두유,DAIRY,두유,바디랩,두유,0
"바른곡물 국산 현미, 1kg, 1개 44%9,200원 5,080원 (100g당 508원) 내일(일) 도착 보장 4.5 (406) 최대 254원 적립",채소/곡물류,쌀/잡곡,GRAIN,현미,바른곡물,현미,0
[나폴레옹] 얼그레이 파운드케이크 330g,간식류,디저트/케이크,BAKERY,케이크,나폴레옹,케이크,0
"덴마크 테이크 얼라이브 망고, 120ml, 48개 64%42,000원 14,900원 (100ml당 259원) 내일(일) 도착 보장 5 (24602) 최대 745원 적립",음료,주스,BEVERAGE,망고 주스,덴마크,망고 주스,0
[선데이잼] 오렌지 살구잼 230g,상온식품,잼/스프레드,SAUCE_SEASONING,오렌지 살구잼,선데이잼,기타 잼/스프레드,0
[라비퀸] 오리지널 떡볶이,간편식,밀키트,RTC_MEAL,밀키트,라비퀸,밀키트,0
[라벨리] 깨먹는 티라미수 아이스크림 120mL,간식류,디저트/케이크,BAKERY,아이스크림,라벨리,아이스크림,0
"국내산 깐감자, 450g, 2개 6,180원 (100g당 687원) 내일(일) 새벽 도착 보장 4.5 (20192) 최대 309원 적립",채소/곡물류,채소,RAW_PRODUCE,감자,,감자,0
"맑은물에 곱슬이 콩나물, 1박스, 2kg 4,800원 (100g당 240원) 내일(일) 새벽 도착 보장 4.5 (10316) 최대 240원 적립",채소/곡물류,채소,RAW_PRODUCE,콩나물,맑은물에,콩나물,0
[선물세트] 만전김 담백한 갯벌김 정성세트,상온식품,김/자반,DRIED_SEAFOOD,김,만전김,김,0
"미니멜츠 쵸코바닐라 구슬아이스크림 (냉동), 50g, 6개입, 1개 11,880원 (10g당 396원) 내일(일) 새벽 도착 보장 4.5 (3276) 최대 594원 적립",간식류,디저트/케이크,BAKERY,아이스크림,미니멜,아이스크림,0
"매일유업 바이오 요거트 백도 85g x 4개 + 딸기 85g x 4개, 8개입, 1세트 5,680원 (10g당 84원) 내일(일) 새벽 도착 보장 5 (3143) 최대 284원 적립",유제품,요거트,DAIRY,요거트,매일,요거트,0
친환경 진도 봄동,채소/곡물류,채소,RAW_PRODUCE,봄동,,기타 채소,0
"김구원선생 무농약 인증 숙주나물, 200g, 1개 2,190원 (100g당 1,095원) 내일(일) 새벽 도착 보장 4.5 (738) 최대 110원 적립",채소/곡물류,채소,RAW_PRODUCE,숙주나물,김구원선생,숙주,0
"하림 IFF 닭다리살 (냉동), 2kg, 1개 29,660원 (100g당 1,483원) 내일(일) 새벽 도착 보장 5 (5398) 최대 1,483원 적립",육류/계란,닭고기,RAW_MEAT,닭다리살,하림,닭다리살,0
[상하목장] 유기농 락토프리 멸균 우유(190mL X 6개입),유제품,우유/두유,DAIRY,락토프리 우유,상하목장,락토프리 우유,0
[새로미어묵] 바른공식 0% 모듬어묵,수산물,어육가공식품,SIMPLE_PROCESSED,어묵,새로미어묵,어묵,0
"해슬로 노르웨이 간고등어살 6~10팩 (냉동), 1kg(100-160g,6-10팩), 1개 16,480원 (100g당 1,648원) 내일(일) 새벽 도착 보장 4.5 (473) 최대 824원 적립",수산물,생선,RAW_SEAFOOD,고등어,해슬로,고등어,0
"아이시스 8.0 에코 생수 무라벨, 1L, 24개 18%15,200원 12,460원 (100ml당 52원) 내일(일) 도착 보장 5 (117915) 최대 623원 적립",음료,생수,BEVERAGE,생수,아이시스,생수,0
친환경 오이맛고추 100g,채소/곡물류,채소,RAW_PRODUCE,오이고추,,오이고추,0
"곰곰 닭 목살 (냉동), 1kg, 1개 30%12,000원 8,370원 (100g당 837원) 내일(일) 새벽 도착 보장 5 (1562) 최대 419원 적립",육류/계란,닭고기,RAW_MEAT,닭 목살,곰곰 ,기타 닭고기,0
[김재식헬스푸드] 포도 한송이즙 30포,미등록 카테고리,기타,UNKNOWN,기타,김재식헬스푸드,기타,0
"루카스나인 시그니처 바닐라 라떼 커피믹스, 16.9g, 50개입, 1개 19,160원 (10g당 227원) 내일(일) 도착 보장 5 (29422) 최대 958원 적립",음료,커피/차,BEVERAGE,커피믹스,루카스나인,커피믹스,0
[슈퍼키친] 지리멸치볶음,간편식,반찬류,SIMPLE_PROCESSED,멸치볶음,슈퍼키친,기타 반찬류,0
[고맙당] 저당 쌈장,조미료,양념/소스,SAUCE_SEASONING,쌈장,고맙당,쌈장,0
[해찬들]  100% 국산 고추장 1kg,조미료,양념/소스,SAUCE_SEASONING,고추장,해찬들,고추장,0
[지리산한봉영농조합] 지리산 꿀 2종,조미료,양념/소스,SAUCE_SEASONING,꿀,지리산한봉영농조합,꿀,0
[남도우애] 무항생제 1++ 한우 국거리용 200g 2종 (냉장),육류/계란,소고기,RAW_MEAT,국거리용 소고기,남도우애,소고기 묶음,0
"[모리나가] 문라이트, 블랙문 쿠키 2종 (택1)",간식류,과자/스낵,SNACK,쿠키,모리나가,쿠키,0
[백설다담] 옛맛 담은 우렁강된장찌개,간편식,밀키트,RTC_MEAL,밀키트,백설,밀키트,0
"제누 스테비아 단백질 커피믹스 바리스타, 9.8g, 100개입, 1개 43%69,900원 39,780원 (10g당 406원) 내일(일) 도착 보장 4.5 (12617) 최대 1,689원 적립",음료,커피/차,BEVERAGE,커피믹스,제누,커피믹스,0
"너츠브라더 구운 아몬드, 500g, 1개 할인20%13,830원 11,060원 (100g당 2,212원) 내일(일) 도착 보장 5 (826) 최대 553원 적립",과일/견과류,견과류,RAW_FRUIT,아몬드,너츠브라더,아몬드,0
[선물세트] 나주 신고배 세트 4.5kg(6~7입) (예약일 수령),과일/견과류,과일,RAW_FRUIT,배,,과일 묶음,0
"팔도 뽀로로 아기보리차, 220ml, 24개 13%19,900원 17,200원 (100ml당 326원) 내일(일) 도착 보장 5 (22999) 최대 860원 적립",음료,커피/차,BEVERAGE,보리차,팔도,보리차,0
[와인앤모어픽업]라세니 스몰배치 750mL ((미국위스키)),술,기타 주류,ALCOHOL,위스키,헤븐힐 디스틸러리,위스키,0
[조선호텔]칠리새우 500g,간편식,밀키트,RTC_MEAL,밀키트,조선호텔,밀키트,0
[셀렉스] 프로틴바 2종 (택1),간식류,과자/스낵,SNACK,프로틴바,셀렉스,스낵바,0
[사조대림] 김밥애쏘옥 462g,수산물,어육가공식품,SIMPLE_PROCESSED,맛살,사조대림,맛살,0
"파스퇴르 전용목장 우유, 200ml, 20개 16,590원 (100ml당 415원) 내일(일) 도착 보장 새 상품, 반품-미개봉 (11) 최저15,760원 5 (3335) 최대 830원 적립",유제품,우유/두유,DAIRY,우유,파스퇴르,우유,0
[까르미아노] 롱 파스타면 5종 (택1),채소/곡물류,면류,GRAIN,파스타면,까르미아노,파스타면,0
"뉴뜨레 냉동 망고 다이스 베트남산, 1kg, 6개 34,300원 (100g당 572원) 내일(일) 새벽 도착 보장 5 (1109) 최대 1,500원 적립",과일/견과류,냉동과일,SIMPLE_PROCESSED,냉동 망고,뉴뜨레,냉동 망고,0
[미트엔조이] 호주산 꽃갈비/늑간 반반팩,육류/계란,소고기,RAW_MEAT,갈비,미트엔조이,갈비,0
[유기샘] 국산 볶은 땅콩 200g,과일/견과류,견과류,RAW_FRUIT,땅콩,유기샘,땅콩,0
[건어물상회] 한입에 쏙 치즈 오징어 40g,간식류,과자/스낵,SNACK,오징어 스낵,건어물상회,스낵,0
[브로드카세] 고소한 사브레 쿠키 2종 (택1),간식류,과자/스낵,SNACK,쿠키,브로드카세,쿠키,0
"국내산 통마늘 3개입, 1개 2,480원 내일(일) 새벽 도착 보장 5 (683) 최대 124원 적립",채소/곡물류,채소,RAW_PRODUCE,마늘,,마늘,0
[앙투어솔레] 아이리쉬 그릴링 치즈 300g,유제품,치즈,DAIRY,치즈,앙투어솔레,기타 치즈,0
[크라운] 크림블 크림브륄레 320g,간식류,과자/스낵,SNACK,크림블,크라운,쿠키,0
"크라운레스 디럭스 파인애플 점보 2통, 3.5kg, 1개 16,720원 (100g당 478원) 내일(일) 새벽 도착 보장 4.5 (2884) 최대 836원 적립",과일/견과류,과일,RAW_FRUIT,파인애플,크라운,파인애플,0
"국내산 브로콜리, 2개입, 2개 7,680원 (1개당 1,920원) 내일(일) 새벽 도착 보장 5 (204182) 최대 384원 적립",채소/곡물류,채소,RAW_PRODUCE,브로콜리,,브로콜리,0
[유가원]유기농 마카다미아 쉘,과일/견과류,견과류,RAW_FRUIT,마카다미아,유가원,마카다미아,0
냉동 허니 블루베리 500g (칠레산),과일/견과류,냉동과일,SIMPLE_PROCESSED,냉동 블루베리,,냉동 블루베리,0
"아이시스 8.0 ECO 생수 무라벨, 2L, 12개 13%11,200원 9,690원 (100ml당 40원) 내일(일) 도착 보장 5 (117916) 최대 485원 적립",음료,생수,BEVERAGE,생수,아이시스,생수,0
[도제식빵] 통새우산도,간식류,빵류,BAKERY,새우산도,도제식빵,기타 빵류,0
유기농 달수 고구마 1.5kg,채소/곡물류,채소,RAW_PRODUCE,고구마,,고구마,0
[벤슨] 미니컵 아이스크림 100mL 4종,간식류,디저트/케이크,BAKERY,아이스크림,벤슨,아이스크림,0
[창억] 이북식 인절미 360g 2종 (택1),간식류,떡,SNACK,인절미,창억,인절미,0
[드시모네] 키즈 스텝1 블루베리향 유산균 (50일분),미등록 카테고리,기타,UNKNOWN,기타,드시모네,기타,0
[Kurly's] 돈육햄 200g,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,햄,Kurly's,햄,0
"국내산 양상추, 1통, 1개 2,240원 (1개당 2,240원) 내일(일) 새벽 도착 보장 4.5 (110263) 최대 112원 적립",채소/곡물류,채소,RAW_PRODUCE,양상추,,양상추,0
[바른식] 부산 조방낙지 낙곱새 (2인분),간편식,밀키트,RTC_MEAL,밀키트,바른식,밀키트,0
[선물세트] 녹색한우 무항생제 1+ 한우 로인 세트 (냉장),육류/계란,소고기,RAW_MEAT,소고기 모둠,녹색한우,소고기 묶음,0
[유가원] 유기농 아몬드 크리스피 60g,과일/견과류,견과류,RAW_FRUIT,아몬드,유가원,아몬드,0
